@relation USER50_CURRENT_ATTRIBUTES_ONLY_Q57_28.02.2015.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C33-L3-3-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-Lfirst-last

@attribute klind_en {administrator,other,parent,pupil,student,'teacher ucha.se',teacher}
@attribute has_personal_info_1_q2b_111 {0,1}
@attribute months_between_first_and_last_accessed_resource numeric
@attribute grade_calculated_from_user_data {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute most_watched_subject_name_in_english {'',Biology,Bulgarian,Chemistry,'English Beginners','English Intermediate',Environment,Fun,Geography,German,History,'Home land',Literature,Math,Music,'Person and nature','Person and society',Physics,Programming,Spanish}
@attribute most_watched_subject_id {0,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,45,46,47,48}
@attribute one_of_the_fav_subjects_entered_by_the_user_in_english {'',Biology,Bulgarian,Chemistry,'English Beginners','English Intermediate',Environment,French,Fun,Geography,German,History,'Home land',Literature,Math,Music,'Person and nature','Person and society',Physics,Programming,Spanish}
@attribute number_of_distinct_accessed_subjects numeric
@attribute total_time_watched_videos_in_seconds numeric
@attribute total_number_of_exercises_attempts numeric
@attribute number_of_distinct_exercises numeric
@attribute number_of_all_accessed_resources numeric
@attribute percent_videos_completed numeric
@attribute percent_exercises_completed_with_75_points_or_more numeric
@attribute total_number_of_user_comments numeric
@attribute type_id_of_first_subscription {1,2,3,4,5,6,7,9,10,11}
@attribute type_name_of_first_subscription {'','1 month','12 months','15 days','3 days','3 months','6 months'}
@attribute percent_played____10s__videos_also_exercised_on numeric
@attribute percent_exercises_retaken numeric
@attribute percent_of_distinct_exercises_which_were_retaken numeric
@attribute number_of_distinct_accessed_grades numeric
@attribute percent_video_watched_more_than_once numeric
@attribute percent_distinct_video_watched_more_than_once numeric
@attribute percent_distinct_played____10s__videos_also_commented_om numeric
@attribute young_leader_badge {0,1}
@attribute motivation_level {0,1,2,3,4,5,6}
@attribute leadership_level {0,1,2,3,4,5,6}
@attribute leadership_1___number_of_user_comments_with_rating___3 numeric
@attribute charisma {0,1,2,3,4,6}
@attribute number_invited_friends numeric
@attribute influence {0,1,2,3,4,5,6}
@attribute class {no,yes}

@data
pupil,0,0,7,Physics,31,'',1,597,0,0,2,0,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,1,0,0,'English Intermediate',30,History,2,823,0,0,2,50,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
student,1,11,5,Math,28,'',4,66835,1,1,138,73,0,0,3,'3 months',1,0,0,7,37,23,0,1,1,0,0,0,0,0,no
pupil,0,12,7,History,34,'',2,2817,0,0,9,44,0,0,3,'3 months',0,0,0,2,44,29,0,1,0,0,0,0,0,0,no
pupil,0,10,0,Physics,31,'',1,1275,0,0,3,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,8,Geography,37,'',4,1981,0,0,7,14,0,0,2,'1 month',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,8,Math,28,'',2,1851,0,0,6,33,0,1,1,'3 days',0,0,0,1,33,20,20,0,0,0,0,0,0,0,no
pupil,0,12,2,Math,28,'',2,1807,0,0,7,29,0,0,3,'3 months',0,0,0,2,57,40,0,1,0,0,0,0,0,0,no
pupil,0,5,0,Fun,29,Programming,6,15805,0,0,41,39,0,0,1,'3 days',0,0,0,4,17,8,0,0,2,0,0,0,0,0,no
pupil,0,1,0,Physics,31,'',1,2981,0,0,7,71,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
parent,1,9,1,German,41,'',1,47937,0,0,129,47,0,4,2,'1 month',0,0,0,3,26,14,1,0,3,0,0,0,0,0,no
pupil,0,0,0,'',0,'',0,0,0,0,0,0,0,0,1,'3 days',0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
pupil,1,12,0,Fun,29,'Person and nature',9,58412,0,0,234,14,0,9,3,'3 months',0,0,0,5,71,50,5,1,2,0,1,0,0,0,no
pupil,0,3,0,Physics,31,'',2,4695,0,0,13,38,0,0,3,'3 months',0,0,0,2,54,33,0,1,1,0,0,0,0,0,no
pupil,0,4,7,Math,28,'',7,39227,0,0,112,50,0,0,2,'1 month',0,0,0,3,7,4,0,0,2,0,0,0,0,0,no
pupil,0,3,7,Physics,31,'',5,3073,0,0,11,45,0,0,3,'3 months',0,0,0,2,0,0,0,1,0,0,0,0,0,0,no
teacher,0,8,2,Physics,31,'',8,15614,0,0,44,66,0,0,3,'3 months',0,0,0,5,23,13,0,1,2,0,0,0,0,0,no
pupil,0,0,0,Chemistry,26,'',1,1335,0,0,2,100,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,6,Math,28,'',3,2839,0,0,8,75,0,0,1,'3 days',0,0,0,3,0,0,0,0,0,0,0,0,0,0,no
teacher,0,9,3,'English Intermediate',30,'',11,38042,0,0,87,34,0,0,2,'1 month',0,0,0,5,22,12,0,1,1,0,0,0,0,0,no
other,0,6,1,German,41,'',1,59433,0,0,143,63,0,1,2,'1 month',0,0,0,3,73,48,1,1,2,0,0,4,24,0,no
pupil,0,2,5,Fun,29,'',6,4732,0,0,14,71,0,0,1,'3 days',0,0,0,3,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,0,Chemistry,26,'',4,9894,0,0,20,65,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,7,Geography,37,'',2,5381,0,0,14,50,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,7,0,Math,28,'',2,17924,0,0,36,56,0,0,1,'3 days',0,0,0,2,81,36,0,1,2,0,0,0,0,1,no
other,0,0,8,Math,28,'',1,1038,0,0,3,33,0,0,3,'3 months',0,0,0,1,0,0,0,1,0,0,0,0,0,0,no
pupil,0,10,6,History,34,'',1,6016,0,0,18,72,0,0,3,'3 months',0,0,0,2,56,38,0,1,0,0,0,0,0,0,no
other,0,1,2,'English Beginners',40,'',1,974,8,7,14,17,88,0,2,'1 month',100,25,14,1,0,0,0,1,0,0,0,0,0,0,yes
pupil,0,0,0,Chemistry,35,'',1,366,0,0,2,0,0,0,2,'1 month',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,0,'',0,'',0,0,0,0,0,0,0,0,1,'3 days',0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
other,0,1,1,German,41,'',1,2653,0,0,6,67,0,0,3,'3 months',0,0,0,1,0,0,0,1,0,0,0,0,0,0,no
other,0,1,3,'English Beginners',40,'',1,4178,0,0,10,100,0,0,2,'1 month',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,2,0,Chemistry,26,'',2,5556,0,0,12,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
student,0,0,7,Geography,37,'',1,155,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,0,German,41,'',2,2207,0,0,5,40,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
parent,0,1,4,Bulgarian,36,'',2,8676,0,0,22,45,0,0,1,'3 days',0,0,0,3,64,33,0,0,0,0,0,0,0,0,no
pupil,0,1,0,Geography,37,'',2,4897,0,0,17,6,0,0,1,'3 days',0,0,0,1,76,50,0,0,0,0,0,0,0,0,no
pupil,0,12,1,German,41,'',8,248585,79,38,683,52,19,5,3,'3 months',15,73,45,5,79,48,0,1,4,0,0,0,0,0,yes
pupil,0,0,0,'',0,'',0,0,0,0,0,0,0,0,1,'3 days',0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
pupil,0,3,5,Geography,37,'',4,3074,0,0,12,42,0,0,1,'3 days',0,0,0,2,25,10,0,0,1,0,0,0,0,0,no
pupil,0,1,0,Math,28,'',3,3824,0,0,8,25,0,0,2,'1 month',0,0,0,1,25,14,0,0,1,0,0,0,0,0,no
pupil,0,0,0,Chemistry,26,'',1,334,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
parent,0,0,6,'Person and nature',39,'',1,1834,0,0,5,60,0,0,1,'3 days',0,0,0,1,60,33,0,0,0,0,0,0,0,0,no
parent,0,3,7,History,34,'',2,4897,0,0,19,47,0,0,3,'3 months',0,0,0,2,21,12,0,1,1,0,0,0,0,0,no
pupil,0,4,0,Chemistry,26,'',2,12025,0,0,32,6,0,0,3,'3 months',0,0,0,2,78,56,0,1,1,0,0,0,0,0,no
teacher,0,4,0,Chemistry,35,'',1,8786,0,0,31,55,0,0,2,'1 month',0,0,0,1,39,24,0,0,1,0,0,0,0,0,no
pupil,0,4,2,'English Beginners',40,'',3,4075,0,0,15,47,0,0,1,'3 days',0,0,0,2,67,38,0,1,1,0,0,0,0,0,no
pupil,0,2,2,History,34,'',6,4725,0,0,16,69,0,0,1,'3 days',0,0,0,3,13,7,0,0,0,0,0,0,0,0,no
pupil,0,1,5,'',0,'',0,0,0,0,0,0,0,0,3,'3 months',0,0,0,0,0,0,0,1,0,0,0,0,0,0,no
pupil,0,1,4,'Person and nature',39,'',1,1003,0,0,4,25,0,0,2,'1 month',0,0,0,1,100,100,0,0,0,0,0,0,0,0,no
parent,0,12,7,Math,28,'',11,24995,14,11,118,16,0,0,3,'3 months',9,43,27,7,35,20,0,1,1,0,0,0,0,0,no
pupil,0,3,7,Math,28,'',3,2584,0,0,11,18,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,6,Geography,37,'',3,4906,0,0,13,77,0,0,2,'1 month',0,0,0,1,15,8,0,0,0,0,0,0,0,0,no
other,0,3,0,Math,28,'',3,22397,0,0,66,45,0,0,3,'3 months',0,0,0,3,58,39,0,1,0,0,0,0,0,0,no
pupil,0,8,8,Math,28,'',7,10780,0,0,34,35,0,0,3,'3 months',0,0,0,2,12,6,0,1,1,0,0,0,0,1,no
pupil,0,3,7,Math,28,'',3,12183,0,0,38,29,0,1,2,'1 month',0,0,0,1,55,37,3,0,0,0,1,0,0,0,no
parent,0,3,2,'English Beginners',40,'',2,17843,0,0,44,84,0,0,3,'3 months',0,0,0,4,20,10,0,1,0,0,0,0,0,0,no
pupil,0,0,8,Math,28,'',1,1771,0,0,3,33,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,3,7,Bulgarian,36,'',8,10992,0,0,29,72,0,0,3,'3 months',0,0,0,4,28,16,0,1,1,0,0,0,0,0,no
pupil,0,11,6,History,34,'',7,77028,1,1,274,25,100,0,3,'3 months',1,0,0,3,68,42,0,1,1,0,0,0,0,0,no
pupil,1,1,0,History,34,History,3,18439,0,0,41,85,0,0,2,'1 month',0,0,0,2,32,18,0,0,0,0,0,0,0,0,no
pupil,0,0,7,Math,28,'',1,3264,0,0,8,50,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,4,0,Math,28,'',1,459,0,0,2,0,0,0,3,'3 months',0,0,0,1,0,0,0,1,0,0,0,1,1,0,no
pupil,0,0,0,Geography,37,'',5,1044,0,0,5,20,0,0,2,'1 month',0,0,0,3,0,0,0,0,0,0,0,0,0,0,no
pupil,0,3,7,Physics,31,'',1,361,0,0,2,0,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,7,Geography,37,'',1,3578,0,0,10,80,0,0,1,'3 days',0,0,0,1,20,11,0,0,0,0,0,0,0,0,no
pupil,0,2,9,Chemistry,26,'',1,3910,0,0,9,11,0,0,1,'3 days',0,0,0,1,0,0,0,1,0,0,0,0,0,0,no
pupil,0,1,7,Math,28,'',4,3921,0,0,10,70,0,1,2,'1 month',0,0,0,1,0,0,10,0,1,0,0,0,0,0,no
pupil,0,0,1,Geography,37,'',1,110,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,1,12,7,Geography,37,Biology,10,94755,3,3,259,45,0,3,2,'1 month',1,0,0,5,57,37,1,1,1,0,0,0,0,0,yes
pupil,0,0,7,'',0,'',0,0,0,0,0,0,0,0,1,'3 days',0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
other,0,12,2,German,41,'',2,136276,62,35,377,63,50,4,3,'3 months',21,71,49,4,82,61,0,1,3,0,1,0,0,0,yes
pupil,0,1,6,Math,28,'',3,3068,0,0,8,25,0,1,1,'3 days',0,0,0,1,38,17,16,0,0,0,0,0,0,0,no
pupil,0,3,7,Chemistry,26,'',1,2376,0,0,5,40,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,12,7,History,34,'',5,12729,0,0,39,64,0,0,3,'3 months',0,0,0,2,10,5,0,1,1,0,0,0,0,0,no
pupil,0,4,2,Chemistry,26,'',4,27068,0,0,72,21,0,0,2,'1 month',0,0,0,5,19,9,0,0,1,0,0,0,0,0,no
pupil,0,0,9,Chemistry,26,'',1,526,0,0,1,0,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,7,History,34,'',5,12983,0,0,57,25,0,0,1,'3 days',0,0,0,1,39,20,0,0,0,0,0,0,0,0,no
pupil,0,0,8,Chemistry,26,'',1,2025,0,0,5,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,0,Chemistry,26,'',1,5164,0,0,9,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,0,8,Geography,37,'',1,881,0,0,2,50,0,0,1,'3 days',0,0,0,1,100,100,0,0,0,0,0,0,0,0,no
pupil,0,0,0,Physics,31,'',1,792,0,0,3,33,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
other,0,1,1,German,41,'',1,8186,0,0,22,50,0,0,3,'3 months',0,0,0,2,36,22,0,1,0,0,0,0,0,0,no
pupil,0,0,0,Programming,38,'',1,1366,0,0,4,75,0,0,3,'3 months',0,0,0,1,0,0,0,1,1,0,0,0,0,0,no
pupil,1,1,9,History,34,History,4,4733,0,0,12,58,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,2,no
pupil,0,1,0,Chemistry,26,'',3,6737,0,0,23,0,0,4,1,'3 days',0,0,0,3,43,24,11,0,0,0,1,0,0,0,no
pupil,1,8,7,Chemistry,26,'Person and nature',2,1719,0,0,3,67,0,0,2,'1 month',0,0,0,2,0,0,0,0,1,0,0,1,1,0,no
pupil,0,1,7,Math,28,'',5,4174,0,0,12,58,0,0,2,'1 month',0,0,0,1,50,33,0,0,0,0,0,0,0,0,no
pupil,0,1,7,Biology,32,'',1,2464,0,0,9,67,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,0,Math,28,'',1,672,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
parent,0,3,5,'Person and nature',39,'',5,7369,0,0,15,100,0,0,2,'1 month',0,0,0,2,0,0,0,1,1,0,0,0,0,0,no
pupil,1,12,0,Biology,32,'Person and nature',5,35952,3,3,84,32,0,3,2,'1 month',2,0,0,2,40,25,3,1,1,0,0,0,0,0,no
pupil,0,8,9,Geography,37,'',5,12138,0,0,34,56,0,8,2,'1 month',0,0,0,3,41,26,0,0,1,0,0,0,0,0,no
parent,0,8,4,'Person and society',42,'',2,1417,0,0,4,25,0,0,9,'15 days',0,0,0,1,50,33,0,0,1,0,0,0,0,0,no
pupil,0,12,7,History,34,'',6,37912,1,1,122,69,0,1,3,'3 months',1,0,0,4,46,24,0,1,1,0,0,0,0,0,no
pupil,0,1,4,'English Beginners',40,'',3,26435,0,0,62,73,0,0,3,'3 months',0,0,0,5,45,28,0,1,0,0,0,0,0,0,no
other,0,0,6,Geography,37,'',2,1590,0,0,4,25,0,0,3,'3 months',0,0,0,2,0,0,0,1,1,0,0,0,0,0,no
pupil,0,3,6,Math,28,'',6,4232,0,0,18,11,0,0,2,'1 month',0,0,0,3,22,13,0,0,1,0,0,0,0,0,no
pupil,0,7,7,Math,28,'',3,1906,0,0,10,0,0,0,1,'3 days',0,0,0,2,20,11,0,0,0,0,0,0,0,0,no
pupil,0,0,2,'',0,'',0,0,0,0,0,0,0,0,3,'3 months',0,0,0,0,0,0,0,1,0,0,0,0,0,0,no
pupil,0,9,4,'English Beginners',40,'',5,6050,5,4,20,87,20,0,2,'1 month',25,40,25,4,40,25,0,1,2,0,0,0,0,0,no
pupil,0,1,7,'',0,'',0,0,0,0,0,0,0,0,1,'3 days',0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
parent,0,1,3,'English Beginners',40,'',2,4829,0,0,13,92,0,0,2,'1 month',0,0,0,3,15,8,0,0,0,0,0,0,0,0,no
pupil,0,1,0,'English Intermediate',30,'',1,3270,0,0,8,25,0,1,2,'1 month',0,0,0,1,25,14,14,0,0,0,0,0,0,0,no
pupil,0,1,3,'English Beginners',40,'',1,6611,0,0,24,42,0,0,2,'1 month',0,0,0,2,25,14,0,0,0,0,0,0,0,0,no
pupil,0,2,0,Math,28,'',4,49949,0,0,95,62,0,0,2,'1 month',0,0,0,4,31,18,0,0,0,0,0,0,0,0,no
pupil,0,1,1,German,41,'',1,31258,0,0,73,70,0,0,2,'1 month',0,0,0,2,62,44,0,0,0,0,0,0,0,0,no
pupil,0,8,4,'English Beginners',40,'',1,3263,0,0,12,33,0,0,9,'15 days',0,0,0,1,17,9,0,0,0,0,0,1,1,0,no
other,0,12,1,Bulgarian,36,'',3,21599,4,4,71,28,50,0,2,'1 month',7,0,0,5,34,20,0,1,2,0,0,0,0,0,yes
parent,0,12,6,'Person and nature',39,'',9,30471,13,8,100,56,8,0,2,'1 month',7,62,38,5,13,6,0,1,2,0,0,0,0,0,no
teacher,0,8,4,'Person and nature',39,'',7,21887,0,0,50,72,0,0,3,'3 months',0,0,0,4,54,30,0,1,1,0,0,0,0,0,no
teacher,0,0,0,Fun,29,'',1,666,0,0,2,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
parent,0,1,3,'Person and society',42,'',3,1801,0,0,5,20,0,0,2,'1 month',0,0,0,1,80,67,0,0,1,0,0,0,0,0,no
parent,1,11,1,German,41,'',5,34931,6,5,101,54,17,0,3,'3 months',9,33,20,6,68,44,0,1,1,0,0,0,0,0,yes
pupil,0,2,5,'Person and nature',39,'',3,6263,0,0,22,27,0,0,1,'3 days',0,0,0,4,9,5,0,0,0,0,0,0,0,0,no
pupil,0,0,7,Math,28,'',1,97,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,3,6,History,34,'',3,1564,0,0,7,29,0,0,3,'3 months',0,0,0,1,29,17,0,1,0,0,0,0,0,0,no
student,0,1,2,Chemistry,26,'',1,12282,0,0,27,22,0,0,1,'3 days',0,0,0,4,0,0,0,0,0,0,0,0,0,0,no
pupil,1,11,6,Geography,37,Math,3,20143,13,8,67,70,38,8,3,'3 months',19,77,63,2,43,26,9,1,1,0,0,0,0,3,no
pupil,0,0,7,Math,28,'',1,353,0,0,1,100,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,4,'English Beginners',40,'',5,1724,0,0,6,17,0,0,1,'3 days',0,0,0,3,0,0,0,0,0,0,0,0,0,0,no
pupil,1,4,9,Chemistry,26,Bulgarian,2,14645,0,0,32,22,0,0,1,'3 days',0,0,0,1,56,30,0,0,1,0,0,0,0,0,no
pupil,0,0,0,Chemistry,35,'',1,145,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,0,Geography,37,'',4,3781,0,0,10,50,0,0,2,'1 month',0,0,0,1,30,13,0,0,0,0,0,0,0,0,no
pupil,1,1,0,Physics,31,Bulgarian,6,12069,0,0,22,86,0,0,2,'1 month',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,7,7,'Person and nature',39,'',2,928,0,0,3,67,0,1,1,'3 days',0,0,0,1,67,50,50,0,0,0,1,0,0,0,no
pupil,1,10,4,'English Beginners',40,'Person and nature',3,13047,0,0,37,62,0,0,3,'3 months',0,0,0,3,22,9,0,1,1,0,0,0,0,0,no
pupil,1,1,2,'English Beginners',40,History,4,5610,0,0,17,59,0,0,3,'3 months',0,0,0,2,65,45,0,1,0,0,0,0,0,0,no
pupil,0,12,7,Geography,37,'',3,4397,0,0,13,38,0,1,3,'3 months',0,0,0,2,31,18,0,1,1,0,0,0,0,1,yes
pupil,0,1,0,Geography,37,'',1,32825,0,0,98,53,0,0,2,'1 month',0,0,0,1,89,76,0,0,0,0,0,0,0,3,no
pupil,0,1,6,Math,28,'',1,1038,0,0,3,0,0,0,1,'3 days',0,0,0,1,67,50,0,0,1,0,0,0,0,0,no
pupil,1,0,0,'English Intermediate',30,History,2,1489,0,0,3,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,1,no
pupil,0,2,0,Biology,32,'',1,3247,0,0,11,64,0,0,3,'3 months',0,0,0,2,0,0,0,1,0,0,0,0,0,0,no
parent,0,3,7,Physics,31,'',2,12200,0,0,25,96,0,0,2,'1 month',0,0,0,3,0,0,0,0,0,0,0,0,0,0,no
parent,0,1,1,German,41,'',1,1697,0,0,4,75,0,0,3,'3 months',0,0,0,1,0,0,0,1,2,0,0,0,0,0,no
pupil,0,1,0,Bulgarian,36,'',2,2181,0,0,6,0,0,0,2,'1 month',0,0,0,3,50,25,0,0,0,0,0,0,0,0,no
pupil,0,1,7,History,34,'',2,896,0,0,5,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,7,Chemistry,26,'',1,703,0,0,2,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,11,0,Physics,31,'',1,2424,0,0,6,50,0,0,1,'3 days',0,0,0,1,33,20,0,0,1,0,0,0,0,0,no
pupil,0,3,0,Math,28,'',1,1442,0,0,2,50,0,0,3,'3 months',0,0,0,1,0,0,0,1,1,0,0,0,0,0,no
pupil,0,9,5,History,34,'',4,2655,0,0,9,22,0,0,3,'3 months',0,0,0,3,22,13,0,1,1,0,0,0,0,0,no
pupil,1,12,3,Math,28,German,10,15331,21,7,73,35,76,1,3,'3 months',4,90,71,7,19,11,2,1,1,0,1,0,0,0,yes
other,0,1,4,'English Beginners',40,'',1,126,0,0,1,0,0,0,3,'3 months',0,0,0,1,0,0,0,1,1,0,0,0,0,0,no
pupil,0,1,0,Math,28,'',1,2537,0,0,5,40,0,0,1,'3 days',0,0,0,1,40,25,0,0,0,0,0,0,0,0,no
pupil,0,10,2,Math,28,'',8,28740,0,0,73,55,0,0,3,'3 months',0,0,0,7,36,19,0,1,1,0,0,0,0,2,no
parent,1,5,0,Math,28,'',3,59517,0,0,123,64,0,0,3,'3 months',0,0,0,6,60,40,0,1,2,0,0,0,0,0,no
pupil,0,1,0,Math,28,'',1,2552,0,0,4,75,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
parent,0,5,4,Physics,31,'',2,2481,0,0,12,0,0,0,2,'1 month',0,0,0,4,17,9,0,0,1,0,0,0,0,0,no
pupil,0,0,8,Physics,31,'',1,1154,0,0,4,25,0,0,1,'3 days',0,0,0,1,50,33,0,0,0,0,0,0,0,0,no
pupil,1,11,6,Bulgarian,36,'Person and nature',4,4666,0,0,12,50,0,0,3,'3 months',0,0,0,3,67,50,0,1,1,0,0,0,0,0,no
other,1,5,0,'English Intermediate',30,'',1,6435,0,0,17,24,0,0,1,'3 days',0,0,0,1,41,23,0,0,1,0,0,0,0,0,no
pupil,0,2,0,'',0,'',0,0,0,0,0,0,0,0,1,'3 days',0,0,0,0,0,0,0,0,1,0,0,0,0,0,no
parent,0,9,8,Math,28,'',7,6574,0,0,21,29,0,2,3,'3 months',0,0,0,4,19,11,0,1,1,0,0,0,0,0,no
pupil,0,11,6,'Person and nature',39,'',5,25509,19,12,83,69,21,0,3,'3 months',15,74,58,1,67,48,0,1,1,0,0,0,0,0,yes
student,0,4,0,Chemistry,35,'',1,698,0,0,6,0,0,0,1,'3 days',0,0,0,1,33,20,0,0,0,0,0,0,0,0,no
pupil,0,10,8,Biology,32,'',9,23322,0,0,81,27,0,2,3,'3 months',0,0,0,3,42,24,3,1,2,0,0,0,0,0,no
parent,0,0,2,'English Beginners',40,'',1,4417,0,0,11,82,0,0,3,'3 months',0,0,0,2,36,22,0,1,0,0,0,1,1,0,no
pupil,0,0,9,Chemistry,26,'',1,1401,0,0,3,100,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
parent,0,0,2,'',0,'',0,0,0,0,0,0,0,0,2,'1 month',0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
pupil,0,2,0,Physics,31,'',2,31184,0,0,56,88,0,0,3,'3 months',0,0,0,2,4,2,0,1,0,0,0,0,0,0,no
pupil,0,7,3,'English Beginners',40,'',1,7181,0,0,27,7,0,0,2,'1 month',0,0,0,2,15,8,0,0,1,0,0,0,0,0,no
parent,0,0,7,History,34,'',1,989,0,0,5,20,0,0,1,'3 days',0,0,0,1,60,33,0,0,0,0,0,0,0,0,no
parent,0,1,2,'English Intermediate',30,'',4,16915,0,0,34,85,0,0,1,'3 days',0,0,0,3,0,0,0,0,0,0,0,0,0,1,no
pupil,0,0,7,History,34,'',1,251,0,0,1,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,7,Physics,31,'',1,842,0,0,3,33,0,0,1,'3 days',0,0,0,1,67,50,0,0,0,0,0,0,0,0,no
pupil,0,0,7,'',0,'',0,0,0,0,0,0,0,0,1,'3 days',0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,7,History,34,'',3,7141,0,0,21,90,0,1,2,'1 month',0,0,0,1,10,5,0,0,0,0,0,0,0,0,no
pupil,0,7,7,Math,28,'',8,28203,0,0,84,38,0,0,3,'3 months',0,0,0,6,17,9,0,1,1,0,0,0,0,0,no
student,0,9,1,Programming,38,'',4,19127,0,0,41,78,0,2,2,'1 month',0,0,0,5,37,19,3,0,2,0,0,0,0,0,no
pupil,0,0,8,Math,28,'',1,888,0,0,2,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,2,8,German,41,'',2,2270,0,0,9,11,0,0,2,'1 month',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,8,9,Chemistry,26,'',4,15136,0,0,31,48,0,0,1,'3 days',0,0,0,4,6,3,0,0,1,0,0,0,0,0,no
other,0,3,0,'English Intermediate',30,'',2,18248,0,0,38,63,0,0,3,'3 months',0,0,0,3,55,37,0,1,1,0,0,0,0,0,no
pupil,0,4,7,Math,28,'',7,14964,13,9,72,20,23,4,2,'1 month',14,62,44,2,54,36,7,1,1,0,0,0,0,0,yes
pupil,0,1,0,'English Intermediate',30,'',1,176,0,0,1,0,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,1,9,9,Bulgarian,36,'Person and nature',5,10211,0,0,28,61,0,1,2,'1 month',0,0,0,4,29,17,4,0,1,0,0,0,0,1,no
pupil,0,11,5,'Person and nature',39,'',10,25001,2,2,95,27,50,0,3,'3 months',3,0,0,7,33,16,0,1,2,0,0,0,0,0,yes
